Name,Class,Rating,Total Rater,Facility,Price,Area
Wisma Ersada Hotel,2-star hotel,4.1,(271),"['Free Wi-Fi', 'Free parking', 'Air conditioning', 'Full-service laundry', 'Child-friendly']",0,Bandung
RedDoorz near Trans Studio Mall 2,2-star hotel,4.4,(334),"['Free Wi-Fi', 'Child-friendly']","IDR 159,006",Bandung
Hostel Dago 22,2-star hotel,4.3,(294),"['Free Wi-Fi', 'Air conditioning', 'Full-service laundry']",0,Bandung
Iris Home,2-star hotel,4.8,(26),['Free Wi-Fi'],0,Bandung
Sava Guest House,2-star hotel,4.3,(83),['Child-friendly'],0,Bandung
Retanata Homestay,2-star hotel,4.4,(207),"['Free Wi-Fi', 'Free parking', 'Air conditioning', 'Child-friendly']",0,Bandung
RedDoorz Plus @ Karapitan Street,2-star hotel,4.9,(68),['Free Wi-Fi'],"IDR 189,278",Bandung
Hotel Puri Gardenia,2-star hotel,4,(117),"['Breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Pet-friendly', 'Full-service laundry']",0,Bandung
Kuwera Inn & Cafe,2-star hotel,4.4,(206),"['Free Wi-Fi', 'Free parking', 'Air conditioning', 'Child-friendly']",0,Bandung
Wisma Wanita,2-star hotel,4.1,(157),['Free parking'],0,Bandung
Oude Bandung Guesthouse,2-star hotel,4.5,(15),"['Free Wi-Fi', 'Child-friendly']",0,Bandung
D&D Backpackers Guesthouse,2-star hotel,4.4,(259),"['Free Wi-Fi', 'Pet-friendly']","IDR 885,416",Bandung
OYO 2183 Cibeureum Residence,2-star hotel,3.5,(26),"['Free Wi-Fi', 'Parking ($)', 'Air conditioning']","IDR 95,624",Bandung
Airy Gudangkahuripan Raya Lembang 15 Bandung,2-star hotel,4.3,(61),['Child-friendly'],0,Bandung
Hotel & Resto Kalimasada,2-star hotel,4.3,(493),"['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Restaurant', 'Room service', 'Full-service laundry', 'Child-friendly']",0,Bandung
RedDoorz Plus near Bandung Indah Plaza,2-star hotel,4.6,(133),"['Free Wi-Fi', 'Free parking', 'Pool', 'Room service', 'Full-service laundry', 'Child-friendly']",0,Bandung
De Bukit Dago Villa,2-star hotel,4.3,(68),['Free Wi-Fi'],0,Bandung
ZEN Premium Near Rumah Mode,2-star hotel,4.8,(5),"['Pet-friendly', 'Child-friendly']",0,Bandung
Sang Surya Guest House,2-star hotel,4.4,(140),"['Air conditioning', 'Child-friendly']",0,Bandung
Chrysanta Hotel,2-star hotel,3.2,(388),"['Breakfast', 'Free Wi-Fi', 'Parking', 'Air conditioning', 'Airport shuttle', 'Child-friendly']",0,Bandung
NINE Inn by edOTEL d'best hospitality,2-star hotel,4.8,(51),['Free Wi-Fi'],0,Bandung
Hotel Padasuka,2-star hotel,3.7,(113),['Free Wi-Fi'],0,Bandung
Sriwijaya Hotel,-,3.9,(58),[],0,Bandung
ZEN Rooms Basic Surya Sumantri Pasteur,-,4.1,(18),[],0,Bandung
RedDoorz Plus near Asia Afrika 2,2-star hotel,4.3,(3),"['Free Wi-Fi', 'Child-friendly']",0,Bandung
OYO 3463 Cimahi Guest House,2-star hotel,4.2,(136),"['Free Wi-Fi', 'Free parking', 'Air conditioning', 'Full-service laundry']","IDR 118,410",Bandung
Kyai Luhur Guest House,2-star hotel,3.8,(129),['Air conditioning'],0,Bandung
Airy Veteran 30 Bandung,2-star hotel,4.3,(128),"['Free Wi-Fi', 'Free parking', 'Air conditioning', 'Breakfast', 'Accessible', 'Child-friendly', 'Smoke-free property']",0,Bandung
Pele Backpacker Guesthouse,2-star hotel,4.4,(291),"['Free Wi-Fi', 'Free parking', 'Pet-friendly', 'Airport shuttle', 'Child-friendly']",0,Bandung
D&D Residences,2-star hotel,4.6,(29),"['Free Wi-Fi', 'Full-service laundry']",0,Bandung
RedDoorz Plus near Bandung Station 2,2-star hotel,4.5,(24),"['Free Wi-Fi', 'Free parking', 'Full-service laundry', 'Child-friendly']",0,Bandung
Rose Chamber,2-star hotel,4.3,(172),"['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Room service', 'Full-service laundry', 'Child-friendly']",0,Bandung
Pension Guesthouse,2-star hotel,4.4,(118),"['Free Wi-Fi', 'Free parking', 'Air conditioning', 'Child-friendly']",0,Bandung
RedDoorz Syariah near BTC Fashion Mall,2-star hotel,3.5,(254),"['Free Wi-Fi', 'Full-service laundry']","IDR 91,615",Bandung
ZEN Rooms Cipedes Tengah,2-star hotel,4,(76),"['Air conditioning', 'Child-friendly']",0,Bandung
OYO 964 Bandung Central Guest House,2-star hotel,4.3,(138),"['Free Wi-Fi', 'Free parking', 'Air conditioning', 'Child-friendly']",0,Bandung
RedDoorz @ Buah Batu 2,2-star hotel,4.1,(139),"['Free Wi-Fi', 'Air conditioning']","IDR 113,274",Bandung
RedDoorz Plus near Farmhouse Lembang,2-star hotel,4,(58),"['Free Wi-Fi', 'Free parking', 'Pool', 'Full-service laundry', 'Child-friendly']",0,Bandung
Wisma Bahagia Hotel,2-star hotel,3.6,(30),"['Free Wi-Fi', 'Free parking', 'Air conditioning', 'Child-friendly']",0,Bandung
Nins Villa,2-star hotel,4.6,(9),"['Free Wi-Fi', 'Child-friendly']",0,Bandung
Zen Rooms Pangaran Dalem Kaum,2-star hotel,3.8,(11),"['Pet-friendly', 'Child-friendly']",0,Bandung
Airy Cihampelas 179 Bandung,2-star hotel,4,(27),"['Free Wi-Fi', 'Air conditioning', 'Breakfast', 'Parking', 'Smoke-free property']",0,Bandung
OYO 90563 Socialite Dago Asri,2-star hotel,4,(73),"['Free Wi-Fi', 'Air conditioning']",0,Bandung
Rumah Dyandra,2-star hotel,4.2,(67),['Child-friendly'],0,Bandung
Airy Eco Gatot Subroto Halimun 12 Bandung,2-star hotel,4.5,(13),['Child-friendly'],0,Bandung
OYO 3462 Cimindi Residence,2-star hotel,4,(267),"['Free Wi-Fi', 'Air conditioning', 'Full-service laundry']","IDR 136,270",Bandung
RedDoorz near Gedung Sate,2-star hotel,4,(16),"['Free Wi-Fi', 'Free parking', 'Air conditioning', 'Child-friendly']",0,Bandung
Bumi Alamanda Guest House,2-star hotel,4.4,(60),['Child-friendly'],0,Bandung
Zatarana Guest House Syariah,2-star hotel,4,(71),['Child-friendly'],0,Bandung
NIDA Rooms Surya Samantri Coblong at Asoka Inn,2-star hotel,5,(1),['Child-friendly'],0,Bandung
Pringgodani Guest House,2-star hotel,4.2,(206),"['Wi-Fi', 'Free parking', 'Full-service laundry', 'Child-friendly']",0,Bandung
RedDoorz @ Pasir Koja,2-star hotel,4.4,(23),"['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Full-service laundry', 'Child-friendly']",0,Bandung
Junjunan Dalam Sharia Guesthouse,2-star hotel,4,(28),"['Free Wi-Fi', 'Airport shuttle']",0,Bandung
Kulem Rangga Gempol,2-star hotel,4,(29),['Child-friendly'],0,Bandung
OYO 1139 Rossan Villa 2,2-star hotel,3.9,(61),['Child-friendly'],0,Bandung
RedDoorz near Paris Van Java,2-star hotel,4.1,(7),"['Free Wi-Fi', 'Free parking', 'Air conditioning', 'Full-service laundry']",0,Bandung
Simply Homy Pasteur,2-star hotel,4.3,(27),['Child-friendly'],0,Bandung
De Sun Pasteur Guest House,2-star hotel,4,(45),"['Free Wi-Fi', 'Free parking']",0,Bandung
OYO 3406 Pandu Prima Guest House,2-star hotel,3.6,(41),"['Free Wi-Fi', 'Free parking', 'Air conditioning']","IDR 234,530",Bandung
Cibogo 55,2-star hotel,4.1,(38),"['Free Wi-Fi', 'Full-service laundry']",0,Bandung
