,Name,Rating,Total Rater,Area,AirConditioner,Bar,Pool,Spa,FitenessCenter,Restaurant,HotTub,Price_IDR,hotelClass
284,Hotel Paragon,4,"(1,012)",Jakarta,True,False,False,False,False,True,False,266092,3
285,J hotel @Bandara Soekarno Hatta,4.2,"(1,947)",Jakarta,True,False,False,False,False,True,False,296513,3
286,Best Western Senayan,4.5,"(2,100)",Jakarta,True,False,False,False,False,True,False,505152,3
287,Mega Anggrek Hotel,4.1,"(3,670)",Jakarta,True,False,True,True,False,True,True,289064,3
288,Coins Hotel Indonesia,4.3,"(1,047)",Jakarta,True,False,False,False,False,True,False,275177,3
289,Hotel Bintang Wisata Mandiri,4,(683),Jakarta,True,False,False,False,False,True,False,201735,3
290,Hotel Diradja,4.2,"(2,433)",Jakarta,True,False,False,True,False,True,True,335638,3
291,Whiz Prime Hotel Kelapa Gading,4.3,"(3,235)",Jakarta,True,False,True,True,False,True,False,390083,3
292,Shalva Hotel Jakarta,4.4,"(1,241)",Jakarta,True,False,False,True,False,True,False,425251,3
293,favehotel Tanah Abang - Cideng,4.3,"(2,311)",Jakarta,True,False,False,False,False,True,False,274414,3
294,Ayaka Suites,4.4,"(2,330)",Jakarta,True,False,True,True,True,True,False,411153,3
295,Blessing Residence,4.1,(296),Jakarta,True,False,False,False,False,True,False,324001,3
296,Feodora Hotel grogol,3.8,(611),Jakarta,True,False,False,False,False,True,False,182269,3
297,Hotel NEO Mangga Dua Square,4.1,"(3,292)",Jakarta,True,False,False,False,False,True,False,272232,3
298,Orchardz Hotel Bandara,4.4,"(3,899)",Jakarta,True,False,False,True,False,True,False,466765,3
299,Hotel Santika Kelapa Gading,4.4,"(3,811)",Jakarta,True,False,False,True,False,True,False,471980,3
300,Hotel Horison Ciledug,4.6,"(3,656)",Jakarta,True,True,True,False,True,True,False,436941,3
301,MaxOneHotels.com @ Pemuda,4.2,"(2,668)",Jakarta,True,False,False,False,False,True,False,339319,3
302,Somerset Grand Citra Jakarta,4.5,"(2,822)",Jakarta,True,False,True,False,True,True,True,1248317,3
303,Blue Sky Pandurata Boutique Hotel,4.3,"(1,327)",Jakarta,True,False,False,False,False,True,False,574041,3
304,Sofyan Hotel Cut Meutia Cikini Menteng Jakarta,4.4,"(3,142)",Jakarta,True,False,False,False,True,True,False,284905,3
305,Hotel Grand Menteng,4,"(1,148)",Jakarta,True,True,False,True,False,True,False,325492,3
306,RedDoorz Premium near Ragunan Zoo 2,4.2,(743),Jakarta,False,False,False,False,False,False,False,228000,3
307,PAX Hotel Jakarta,4.2,(414),Jakarta,True,False,False,False,False,False,False,261504,3
308,RedDoorz Plus @ Kapuk Business Park,3.6,(966),Jakarta,False,False,False,False,False,False,False,141705,3
310,Sans Hotel Fiducia Kaji,3.9,(432),Jakarta,True,False,False,False,False,True,False,142850,3
312,Puri Mega Hotel,4,"(1,244)",Jakarta,True,False,False,True,False,True,False,257141,3
313,d'primahotel Airport Jakarta Terminal 1A,4.1,(519),Jakarta,False,False,False,False,False,True,False,723857,3
314,RedDoorz Plus near Soekarno Hatta Airport 2,4.3,(197),Jakarta,True,False,False,False,False,True,False,134592,3
316,Cosmo Amaroossa Jakarta,4.3,"(3,186)",Jakarta,True,True,True,True,True,False,False,396828,4
317,Swiss-Belhotel Pondok Indah,4.5,"(6,563)",Jakarta,True,False,True,True,True,True,False,616309,4
318,Grand Dafam Ancol Jakarta,4.5,(601),Jakarta,True,False,False,False,False,True,False,580379,4
319,Hilton Garden Inn Jakarta Taman Palem,4.6,(573),Jakarta,True,True,True,False,True,True,False,747503,4
320,Hotel Ciputra Jakarta,4.6,"(12,511)",Jakarta,True,True,True,True,True,False,False,589888,4
321,éL Hotel Royale Jakarta,4.3,"(3,660)",Jakarta,True,True,True,True,True,False,False,463129,4
322,The Jayakarta SP Jakarta Hotel & Spa,4.2,"(3,685)",Jakarta,True,False,True,True,True,False,True,302331,4
323,Hotel Santika Premiere Slipi Jakarta,4.5,"(7,743)",Jakarta,True,False,True,True,True,False,True,638685,4
324,ASTON Kartika Grogol Hotel & Conference,4.7,"(2,794)",Jakarta,True,False,False,True,True,True,False,551994,4
325,ASTON Priority Simatupang & Conference Center,4.6,"(10,248)",Jakarta,True,False,True,True,True,True,False,776033,4
326,ASTON Pluit Hotel & Residence,4.4,"(5,297)",Jakarta,True,False,True,True,True,True,False,583246,4
327,Swiss-Belhotel Pondok Indah,4.5,"(6,563)",Jakarta,True,False,True,True,True,True,False,526313,4
328,Mercure Jakarta Gatot Subroto,4.5,"(3,277)",Jakarta,True,True,False,True,True,False,False,716343,4
329,Mercure Jakarta Kota,4.4,"(3,336)",Jakarta,True,False,True,False,True,False,True,458115,4
330,Mercure Jakarta Kota,4.4,"(3,336)",Jakarta,True,False,True,False,True,False,True,458115,4
331,"Holiday Inn & Suites Jakarta Gajah Mada, an IHG Hotel",4.7,"(2,539)",Jakarta,True,False,True,True,True,True,False,835505,4
332,Novotel Jakarta Mangga Dua Square,4.6,"(6,367)",Jakarta,True,False,True,True,True,False,True,587326,4
333,HARRIS Suites Puri Mansion,4.3,"(1,163)",Jakarta,False,False,False,True,True,True,False,520906,4
334,Royal Kuningan Hotel,4.4,"(5,774)",Jakarta,True,False,True,True,True,True,False,571558,4
335,Amos Cozy Hotel & Convention Hall Jakarta,3.9,"(1,857)",Jakarta,True,True,False,True,True,False,False,388441,4
336,Best Western Premier The Hive,4.4,"(7,751)",Jakarta,True,True,True,True,True,False,False,443250,4
337,Harris Suites fX Sudirman - Jakarta,4.5,"(4,583)",Jakarta,True,False,True,False,True,True,False,791969,4
338,Mercure Jakarta Batavia,4.6,"(2,336)",Jakarta,True,True,True,True,True,False,False,753244,4
339,"Four Points by Sheraton Jakarta, Thamrin",4.4,"(2,801)",Jakarta,True,True,False,True,True,True,False,1164960,4
340,Hariston Hotel & Suites,4.3,"(3,397)",Jakarta,True,False,True,True,True,True,False,364163,4
341,The Acacia Hotel & Resort,4.2,"(3,792)",Jakarta,True,True,True,True,True,False,False,461295,4
342,Aston Kemayoran City Hotel,4.6,(326),Jakarta,True,True,False,False,False,True,False,627763,4
343,Mercure Jakarta Pantai Indah Kapuk,4.6,"(4,158)",Jakarta,True,True,True,True,True,False,False,1349991,4
344,Menara Peninsula Hotel,4.4,"(7,494)",Jakarta,True,False,True,True,True,False,True,403209,4
345,grandkemang Jakarta,4.4,"(5,317)",Jakarta,True,True,True,True,True,False,False,482744,4
346,Best Western Plus Kemayoran Hotel,4.3,"(4,523)",Jakarta,True,False,True,True,True,True,False,383930,4
347,Grand Whiz Poins Simatupang Jakarta,4.5,"(3,192)",Jakarta,True,False,True,True,True,False,True,435000,4
348,Somerset Sudirman Jakarta,4.6,(115),Jakarta,True,False,True,False,True,True,True,1025100,4
349,Grand Tjokro,4.2,"(2,722)",Jakarta,True,False,True,True,True,True,False,392955,4
350,ibis Styles Jakarta Gajah Mada,4.4,"(3,189)",Jakarta,True,True,True,True,False,True,False,476758,4
351,ASTON Bellevue Radio Dalam,4.3,"(2,796)",Jakarta,True,False,True,True,True,True,False,568625,4
352,Mercure Jakarta Sabang,4.4,"(5,097)",Jakarta,True,True,True,True,True,False,False,854228,4
353,HARRIS Hotel Tebet - Jakarta,4.4,"(6,015)",Jakarta,True,True,True,True,True,False,False,523459,4
354,AONE Hotel Jakarta,4.3,"(3,686)",Jakarta,False,False,True,False,True,True,False,570000,4
355,Century Park,4.5,"(10,212)",Jakarta,True,True,True,True,True,False,False,700000,4
356,Ambhara Hotel,4.3,"(5,710)",Jakarta,True,True,True,True,True,False,False,250300,4
357,Millennium Hotel Sirih Jakarta,4.5,"(9,539)",Jakarta,True,False,True,True,True,False,True,472223,4
358,Oakwood Apartments PIK Jakarta,4.6,"(1,549)",Jakarta,True,False,True,False,True,True,False,860766,4
359,Hotel GranDhika Iskandarsyah,4.5,"(5,256)",Jakarta,True,False,True,True,True,False,True,576606,4
360,Morrissey Hotel,4.6,"(4,483)",Jakarta,True,False,False,True,True,True,False,959310,4
361,Novotel Jakarta Gajah Mada,4.4,"(5,251)",Jakarta,True,True,True,True,True,False,False,608598,4
362,JS Luwansa,4.5,"(7,792)",Jakarta,True,True,True,True,True,False,False,899390,4
363,Hotel Kartika Chandra,4.3,"(6,269)",Jakarta,True,False,True,True,True,True,False,483129,4
364,Santika Premiere Hayam Wuruk,4.5,"(4,288)",Jakarta,True,True,True,True,True,False,False,526899,4
365,Mercure Jakarta Cikini,4.5,"(4,083)",Jakarta,True,True,True,True,True,False,False,892902,4
366,Sari Pacific Jakarta,4.5,"(8,544)",Jakarta,True,False,True,True,True,False,True,828520,4
367,Avenzel Hotel and Convention Cibubur,4.6,"(3,510)",Jakarta,True,False,True,True,True,False,True,813677,4
368,Sunlake Hotel,4.4,"(7,683)",Jakarta,True,True,True,False,True,False,True,512000,4
369,Mercure Convention Center Ancol,4.4,"(10,555)",Jakarta,True,False,True,True,True,False,False,797768,4
370,Hotel Santika Premiere Kota Harapan Indah,4.5,"(6,769)",Jakarta,True,False,True,True,True,False,True,672758,4
371,Swiss-Belhotel Mangga Besar,4.4,"(6,154)",Jakarta,True,False,False,True,True,False,True,513679,4
372,d'primahotel Tangerang,4.4,"(6,468)",Jakarta,True,False,True,True,True,True,False,444030,4
373,Akmani Hotel Jakarta,4.2,"(2,883)",Jakarta,True,False,False,True,True,False,True,597788,4
374,THE 1O1 Jakarta Sedayu Darmawangsa,4.5,"(2,630)",Jakarta,True,False,True,True,True,True,False,558612,4
375,Cosmo Amaroossa Jakarta,4.3,"(3,186)",Jakarta,True,True,True,True,True,False,False,396828,4
376,DiscoveryAncol,4.3,"(3,727)",Jakarta,True,False,True,True,True,False,True,612258,4
377,The Margo Hotel,4.6,"(9,652)",Jakarta,True,False,True,True,True,True,False,749686,4
378,HARRIS Vertu Hotel Harmoni - Jakarta,4.6,"(7,411)",Jakarta,True,False,True,True,True,True,False,736836,4
379,Mercure Jakarta Simatupang,4.4,"(5,337)",Jakarta,True,False,True,True,True,False,True,621726,4
380,HARRIS Hotel & Conventions Kelapa Gading,4.6,"(3,932)",Jakarta,True,False,False,False,False,True,False,703615,4
381,Kristal Hotel,4.4,"(4,444)",Jakarta,True,True,True,True,True,False,False,619463,4
382,Swiss-Belresidences Rasuna Epicentrum,4.5,(906),Jakarta,True,False,True,True,True,True,False,576300,4
383,Sotis Hotel Kemang Jakarta,4.5,(423),Jakarta,True,False,True,True,False,True,False,928571,4
384,Kosenda Hotel,4.4,(999),Jakarta,True,True,False,False,False,True,False,600000,4
385,Lumire Hotel & Convention Center,4.4,"(6,094)",Jakarta,True,True,True,True,True,False,False,766972,4
386,FM7 Resort Hotel Jakarta Airport,4.3,"(5,102)",Jakarta,True,False,True,True,True,False,True,585098,4
387,Novotel Jakarta Cikini,4.7,"(2,199)",Jakarta,True,True,True,False,True,True,False,938288,4
388,Grand Tropic Suites Hotel Jakarta,4.2,"(3,583)",Jakarta,True,False,True,True,False,False,True,461548,4
389,Oasis Amir Hotel,4.1,"(3,870)",Jakarta,True,False,False,True,False,True,True,437774,4
390,Swiss-Belresidences Kalibata,4.7,"(11,067)",Jakarta,True,False,True,True,True,True,False,562667,4
391,Park Regis Arion,4.3,"(2,302)",Jakarta,True,False,True,True,True,True,False,455394,4
392,Ashley Wahid Hasyim Jakarta,4.5,"(4,664)",Jakarta,True,True,False,False,True,True,False,669865,4
393,All Sedayu Hotel Kelapa Gading,4.4,"(2,341)",Jakarta,True,False,False,True,True,True,False,600569,4
394,Harper MT. Haryono,4.6,"(9,152)",Jakarta,True,True,True,True,True,False,False,541437,4
395,Grand Orchardz Kemayoran,4.6,"(2,394)",Jakarta,True,False,False,True,False,True,False,568800,4
396,Veranda Hotel at Pakubuwono,4.4,"(5,940)",Jakarta,True,False,True,True,True,True,False,593723,4
397,Hotel Bidakara Jakarta,4.5,"(6,787)",Jakarta,True,False,True,True,True,True,False,509670,4
398,"Holiday Inn Jakarta Kemayoran, an IHG Hotel",4.6,"(7,133)",Jakarta,True,True,True,True,True,False,False,1218123,4
399,Sutasoma Hotel,4.7,(296),Jakarta,True,True,True,False,False,True,False,750000,4
400,Ra Premiere Simatupang,4.5,(486),Jakarta,True,False,True,False,True,True,True,629381,4
401,Swiss-Belhotel Airport Jakarta,4.4,"(5,236)",Jakarta,True,True,False,False,False,False,False,475000,4
402,YUAN GARDEN Pasar Baru,4.5,"(2,561)",Jakarta,True,False,True,True,True,False,True,431210,4
403,Ascott Jakarta,4.6,"(4,830)",Jakarta,True,False,True,True,True,False,False,2269556,4
404,PSW Antasari Hotel,4.6,(880),Jakarta,True,True,True,True,False,True,False,558976,4
405,Aloft Jakarta Wahid Hasyim,4.5,"(2,471)",Jakarta,True,True,False,False,True,True,False,1127605,4
406,Grand Cempaka Business Hotel,4.3,"(5,207)",Jakarta,True,False,True,True,True,True,False,499579,4
407,The Gunawarman,4.5,(637),Jakarta,True,True,False,False,False,True,False,2083871,4
408,Hotel Ciputra Cibubur managed by Swiss-Belhotel International,4.6,"(2,974)",Jakarta,True,False,True,True,True,True,False,883292,4
409,favehotel Bandara - Tangerang,4.3,"(2,061)",Jakarta,True,False,False,False,False,True,False,373229,4
410,"The Mayflower, Jakarta - Marriott Executive Apartments",4.7,(506),Jakarta,True,False,True,True,True,False,True,2117500,4
411,Golden Boutique Hotel Kemayoran,4.4,"(5,017)",Jakarta,True,False,False,True,True,True,False,374400,4
412,Aloft South Jakarta,4.7,(748),Jakarta,True,True,True,False,True,True,False,781806,4
413,Ascott Sudirman Jakarta,4.6,"(1,671)",Jakarta,True,False,False,True,True,True,False,2113564,4
414,Redtop Hotel & Convention Center,4.4,"(4,828)",Jakarta,True,False,True,True,True,False,True,613453,4
415,Anara Airport Hotel Terminal 3 CGK,4.8,"(1,389)",Jakarta,False,False,False,False,False,False,False,1099999,4
416,Albergo Ballroom,4.3,"(1,054)",Jakarta,True,False,True,True,True,False,True,768935,4
417,Golden Boutique Hotel Melawai,4.3,"(1,535)",Jakarta,True,True,False,True,False,True,False,436425,4
419,Somerset Berlian,4.5,"(3,842)",Jakarta,True,False,True,False,True,True,True,1702167,4
422,Batavia Apartments,4.5,"(1,056)",Jakarta,True,False,True,False,True,True,True,709364,4
423,Leisure Inn Arion Hotel,4.3,(426),Jakarta,True,True,False,True,False,True,False,412590,4
424,Nagomi Suites,4.7,(120),Jakarta,True,True,False,False,False,True,False,902700,4
425,Citadines Rasuna Jakarta,4.1,(131),Jakarta,True,False,True,True,True,False,True,904698,4
427,Midtown Residence,4.1,(116),Jakarta,True,False,True,False,True,True,False,651613,4
431,"Mandarin Oriental, Jakarta",4.7,"(6,740)",Jakarta,True,False,True,True,True,False,True,3184720,5
432,"The Hermitage, a Tribute Portfolio Hotel, Jakarta",4.6,"(3,785)",Jakarta,True,True,True,True,True,False,False,3205290,5
433,Aryaduta Jakarta,4.5,"(10,400)",Jakarta,True,False,True,True,True,False,True,573438,5
434,Hotel Indonesia Kempinski Jakarta,4.7,"(18,071)",Jakarta,True,False,True,True,True,False,True,2561376,5
435,"Goodrich Suites, ARTOTEL Portfolio",4.5,"(1,714)",Jakarta,True,True,True,False,True,False,True,930232,5
436,Wyndham Casablanca Jakarta,4.6,"(2,051)",Jakarta,True,True,True,True,True,False,False,774187,5
437,Pullman Jakarta Central Park,4.6,"(7,862)",Jakarta,True,True,True,True,True,False,False,2144541,5
438,Hotel Borobudur Jakarta,4.6,"(17,486)",Jakarta,True,False,True,True,True,False,True,983450,5
439,Pullman Jakarta Indonesia Thamrin CBD,4.7,"(12,773)",Jakarta,True,False,True,True,True,False,True,1839385,5
440,Grand Sahid Jaya,4.4,"(10,239)",Jakarta,True,False,True,True,True,False,True,843331,5
441,Manhattan Hotel Jakarta,4.3,"(6,185)",Jakarta,True,False,True,True,True,False,True,746538,5
442,Merlynn Park,4.4,"(9,072)",Jakarta,True,False,False,True,True,False,True,635327,5
443,"The Langham, Jakarta",4.7,(790),Jakarta,True,False,False,True,True,False,True,3366000,5
444,Artotel Suites Mangkuluhur Jakarta,4.4,"(4,722)",Jakarta,True,True,True,True,True,False,False,1162685,5
445,"The Langham, Jakarta",4.7,(790),Jakarta,True,False,False,True,True,False,True,3366000,5
446,Artotel Suites Mangkuluhur Jakarta,4.4,"(4,722)",Jakarta,True,True,True,True,True,False,False,1162685,5
447,Grand Mercure Jakarta Kemayoran,4.6,"(11,802)",Jakarta,True,False,False,True,True,False,True,1160362,5
448,The Grove Suites,4.5,"(2,841)",Jakarta,True,False,True,True,True,True,False,905283,5
449,Grand Mercure Jakarta Harmoni,4.5,"(7,819)",Jakarta,True,False,False,True,True,False,True,1024126,5
450,Shangri-La Jakarta,4.7,"(20,560)",Jakarta,True,False,True,True,True,False,True,3069934,5
451,"InterContinental Jakarta Pondok Indah, an IHG Hotel",4.8,"(4,578)",Jakarta,True,False,True,True,True,False,True,3195059,5
452,The Sultan Hotel & Residence Jakarta,4.6,"(12,736)",Jakarta,True,False,True,True,True,False,True,960333,5
453,DoubleTree by Hilton Hotel Jakarta - Diponegoro,4.6,"(9,800)",Jakarta,True,True,True,True,True,False,False,1622837,5
454,Hotel Mulia Senayan Jakarta,4.7,"(18,397)",Jakarta,True,False,True,True,True,False,True,2882280,5
455,Four Seasons Jakarta,4.7,"(7,454)",Jakarta,True,True,True,True,True,False,False,3244855,5
456,"Kemang Icon, ARTOTEL Portfolio",4.3,(742),Jakarta,True,True,True,False,False,True,False,1069975,5
457,Grand Hyatt Jakarta,4.7,"(6,730)",Jakarta,True,True,True,False,True,False,True,3606170,5
458,The Orient Hotel Jakarta,4.8,(149),Jakarta,True,True,False,False,True,False,True,2256836,5
459,Gran Meliá Jakarta,4.6,"(7,505)",Jakarta,True,True,True,True,True,False,False,1935426,5
460,Ayana Midplaza Jakarta,4.7,"(8,540)",Jakarta,True,False,True,True,True,False,True,2061885,5
461,"The Ritz-Carlton Jakarta, Mega Kuningan",4.7,"(10,070)",Jakarta,True,False,True,True,True,False,True,3486140,5
462,The Westin Jakarta,4.7,"(12,886)",Jakarta,True,False,True,True,True,False,True,4075138,5
463,Hotel Raffles Jakarta,4.8,"(8,012)",Jakarta,True,False,True,True,True,False,True,3797865,5
464,Le Meridien Jakarta,4.6,"(10,357)",Jakarta,True,False,True,True,True,False,True,2105897,5
465,Sheraton Grand Jakarta Gandaria City Hotel,4.7,"(8,811)",Jakarta,True,False,True,True,True,True,False,2909104,5
466,Hotel Gran Mahakam,4.6,"(4,440)",Jakarta,True,True,True,True,True,False,False,1008292,5
467,JW Marriott Hotel Jakarta,4.6,"(9,740)",Jakarta,True,False,True,True,True,False,True,3125543,5
468,Aryaduta Suites Semanggi,4.5,"(6,807)",Jakarta,True,False,True,True,True,False,True,836028,5
469,"The Dharmawangsa, a Luxury Collection Hotel, Jakarta",4.6,"(4,439)",Jakarta,True,True,True,False,True,False,True,2194906,5
470,Ascott Kuningan Jakarta,4.7,"(1,986)",Jakarta,True,False,True,False,True,True,False,2153580,5
471,Swissôtel Jakarta PIK Avenue,4.7,"(3,799)",Jakarta,True,True,True,True,True,False,False,1900000,5
472,Oakwood Premier Cozmo Jakarta,4.5,"(3,288)",Jakarta,True,True,True,False,True,False,True,2060075,5
473,Alila SCBD Jakarta,4.6,"(1,113)",Jakarta,True,True,True,False,True,False,True,4183601,5
474,"Mandarin Oriental, Jakarta",4.7,"(6,740)",Jakarta,True,False,True,True,True,False,True,2729945,5
475,"The Ritz-Carlton Jakarta, Pacific Place",4.7,"(9,761)",Jakarta,True,False,True,True,True,False,True,7152628,5
476,Fraser Place Setiabudi,4.6,"(1,766)",Jakarta,True,False,True,True,True,False,True,1516350,5
477,Oakwood Suites La Maison Jakarta,4.6,(145),Jakarta,True,False,True,False,True,True,True,1824187,5
478,Fraser Residence Menteng Jakarta,4.6,"(2,240)",Jakarta,True,False,True,False,True,False,True,1205253,5
479,Fraser Residence Sudirman,4.6,"(1,506)",Jakarta,True,False,True,True,True,False,True,1564444,5
480,"The Hermitage, a Tribute Portfolio Hotel, Jakarta",4.6,"(3,785)",Jakarta,True,True,True,True,True,False,False,3184443,5
481,Ethan Hotel Cilincing Plaza,4,(255),Jakarta,True,False,False,False,False,False,False,206167,5
482,Zest Hotel Yogyakarta,4.2,"(3,053)",Jogjakarta,True,False,True,False,False,True,False,338602,2
483,Grand Marto Hotel,4.3,(264),Jogjakarta,True,False,False,False,False,False,False,248671,2
484,Nueve Malioboro Hotel Yogyakarta,4.3,"(1,818)",Jogjakarta,True,False,True,False,False,True,False,241976,2
485,Top Malioboro Hotel Jogja,4.1,"(2,124)",Jogjakarta,True,False,False,False,False,True,False,320411,2
486,POP! Hotel Sangaji,4.2,"(5,349)",Jogjakarta,True,False,False,False,False,True,False,259527,2
487,Zest Hotel Yogyakarta,4.2,"(3,053)",Jogjakarta,True,False,True,False,False,True,False,310823,2
488,favehotel Kusumanegara,4.4,"(6,324)",Jogjakarta,True,False,True,False,False,True,False,560409,2
489,The Patio Yogya,4.6,(155),Jogjakarta,True,True,False,False,False,False,False,240000,2
490,POP! Hotel Malioboro - Yogyakarta,4.1,"(3,496)",Jogjakarta,True,False,False,False,False,True,False,391459,2
491,Whiz Hotel Malioboro Yogyakarta,4.1,"(3,515)",Jogjakarta,True,False,False,False,False,True,False,498477,2
492,Sagan Huis Hotel,4.3,(371),Jogjakarta,True,False,False,False,False,True,False,242250,2
493,Hotel Musafira,4.3,(948),Jogjakarta,True,False,False,False,False,True,False,98893,2
494,D'Kayon Hotel,4.3,"(1,179)",Jogjakarta,True,False,False,False,False,True,False,281979,2
495,Amaris Hotel Malioboro Jogja,4.3,"(4,185)",Jogjakarta,True,False,False,False,False,True,False,571908,2
496,Sagan Heritage Hotel,4.3,"(1,765)",Jogjakarta,True,False,True,False,False,True,True,935000,2
497,Woodpecker Pavilion,3.8,(490),Jogjakarta,True,False,False,False,False,False,False,322193,2
498,Malioboro Garden Hotel,4.2,"(1,863)",Jogjakarta,True,False,False,False,False,True,False,216054,2
499,Aveon Express by Daphna International,4.3,"(1,086)",Jogjakarta,True,False,False,False,False,True,False,273749,2
500,Rene Hotel,4.1,(565),Jogjakarta,True,False,False,False,False,False,False,256535,2
501,Matahari Hotel,4,"(2,518)",Jogjakarta,True,False,True,False,False,True,False,298606,2
502,Batik Cottage Hotel Yogyakarta,4.3,"(1,051)",Jogjakarta,True,False,True,False,False,True,False,345969,2
503,OYO 296 Wijaya Imperial Hotel,3.9,(391),Jogjakarta,True,False,False,False,False,False,False,144202,2
504,Tirta Sanita Hotel & Convention,3.9,(308),Jogjakarta,True,False,False,False,False,False,False,196223,2
505,OYO 206 Hotel Candra Kirana,4.2,(249),Jogjakarta,True,False,False,False,False,False,False,168860,2
506,Grage Bussines Hotel Yogyakarta,4.3,"(2,481)",Jogjakarta,True,False,False,False,False,True,False,518953,2
507,Sans Hotel Ekkon Yogyakarta,4.1,(678),Jogjakarta,True,False,False,False,False,False,False,333946,2
508,Puri Pangeran Hotel,4.4,"(1,157)",Jogjakarta,True,False,True,True,False,True,False,276735,2
509,Griya Sentana Hotel,4.5,(590),Jogjakarta,True,False,False,False,False,True,False,421827,2
511,Malioboro Inn Hotel,4.2,"(1,276)",Jogjakarta,True,False,True,False,False,True,False,375232,2
512,SPOT ON 2419 Rumah Nugraha Hotel Syariah,2.5,(122),Jogjakarta,True,False,False,False,False,False,False,54401,2
514,Rosalia Indah Hotel,4.1,(689),Jogjakarta,True,False,False,False,False,True,False,334093,2
515,OYO 2669 Crown Residence,3.7,(125),Jogjakarta,True,False,False,False,False,False,False,91123,2
516,OYO 3935 Artha Ambarukmo Exclusive,4,(46),Jogjakarta,True,False,False,False,False,False,False,237647,2
519,Sekar Ayu Hotel Malioboro RedPartner,4.2,(357),Jogjakarta,True,False,False,False,False,False,False,168933,2
520,RedDoorz Plus near Stadion Mandala Krida,4,(438),Jogjakarta,True,False,False,False,False,False,False,99528,2
523,Teratai Guesthouse Yogyakarta RedPartner,4.1,(28),Jogjakarta,True,False,False,False,False,False,False,160000,2
525,OYO 3280 Cendhani Raras,4.9,(61),Jogjakarta,False,False,False,False,False,False,False,215118,2
528,Hotel Wisma Ananda,4.2,(381),Jogjakarta,True,False,True,False,False,False,False,177061,2
529,OYO 2469 Cashlez Homestay,4.6,(72),Jogjakarta,True,False,False,False,False,False,False,206202,2
530,OYO 3083 D Kost Iii Syariah,4,(90),Jogjakarta,True,False,False,False,False,False,False,96686,2
532,RedDoorz near UGM 3,4.2,(231),Jogjakarta,True,False,False,False,False,False,False,96396,2
535,SPOT ON 2107 Ijo Pupus Syariah Residence,4.5,(65),Jogjakarta,True,False,False,False,False,False,False,93600,2
538,OYO 634 Elga Sastro Inn Syariah,4.4,(216),Jogjakarta,True,False,False,False,False,False,False,181126,2
539,The Patio Yogya,4.6,(155),Jogjakarta,True,True,False,False,False,False,False,240000,2
540,AMAYA SUITES,4,(569),Jogjakarta,True,False,False,False,False,True,False,266039,2
541,OYO 572 Omah Gedongkuning Syariah Homestay,4.4,(129),Jogjakarta,True,False,False,False,False,False,False,84686,2
542,Happy Family Hotel /dekat Malioboro Yogya/Diy.,4.1,(283),Jogjakarta,True,False,False,False,False,False,False,600000,2
543,Hotel Winotosastro,4.1,(408),Jogjakarta,True,False,False,False,False,False,False,133270,2
544,Happy Family Hotel /dekat Malioboro Yogya/Diy.,4.1,(283),Jogjakarta,True,False,False,False,False,False,False,600000,2
545,Tan Jokteng Garden Guesthouse,4.4,(59),Jogjakarta,False,False,False,False,False,False,False,98344,2
546,Airlangga Hotel Prawirotaman,4.1,(627),Jogjakarta,True,False,True,False,False,True,False,253151,2
547,Hotel Orlen Yogyakarta,4.2,(57),Jogjakarta,False,False,False,False,False,True,False,311850,2
548,Grand Marto Hotel,4.3,(264),Jogjakarta,True,False,False,False,False,False,False,244801,2
549,OYO 2627 Ratamya Co-living,4.3,(128),Jogjakarta,True,False,False,False,False,False,False,223168,2
550,Nextdoor Homestay,4.6,(325),Jogjakarta,True,False,True,False,False,False,False,452880,2
551,Hotel Grha Somaya,4.1,(385),Jogjakarta,True,False,True,False,False,False,False,220037,2
552,Aliya Homestay,4.3,(180),Jogjakarta,True,False,False,False,False,False,False,160057,2
553,OGH Doni Hotel,2.7,(598),Jogjakarta,True,False,False,False,False,True,False,173555,2
554,House of Moedjito,4.5,(168),Jogjakarta,True,False,False,False,False,False,False,483367,2
555,Kampung Lawasan Heritage Cottage,4.6,(594),Jogjakarta,True,False,True,False,False,True,False,511639,2
556,Hotel Kristina,4.1,(366),Jogjakarta,True,False,False,False,False,False,False,681264,2
557,Kampung Lawasan Heritage Cottage,4.6,(594),Jogjakarta,True,False,True,False,False,True,False,511639,2
558,Maranatha Grand Hotel Malioboro,4.2,(460),Jogjakarta,True,False,False,False,False,True,False,365513,2
559,Hotel Cristalit,3.8,(230),Jogjakarta,True,False,False,False,False,False,False,178831,2
561,The Packer Lodge,4.5,(636),Jogjakarta,True,False,False,False,False,False,False,237177,2
562,nDalem Eyang Dwijo,4.5,(219),Jogjakarta,True,False,False,False,False,False,False,180000,2
563,Red Doorz Near Plaza Ambarukmo,3.8,(224),Jogjakarta,True,False,False,False,False,False,False,190821,2
564,Bintang Agung Hotel,4.1,(227),Jogjakarta,True,False,False,False,False,False,False,177211,2
565,Hotel Dana,4,(415),Jogjakarta,True,False,False,False,False,False,False,111914,2
567,Fortuna Jogja Guest House & RENTAL,3.9,(71),Jogjakarta,True,False,False,False,False,False,False,140000,2
568,Hotel Safara Yogyakarta,4.3,(306),Jogjakarta,True,False,False,False,False,False,False,170316,2
569,Tjiptorini Jaya Hotel,4.2,(355),Jogjakarta,True,False,False,False,False,False,False,176444,2
