,Name,Rating,Total Rater,Area,AirConditioner,Bar,Pool,Spa,FitenessCenter,Restaurant,HotTub,Price_IDR,hotelClass
570,Rumah Roso Homestay,4.5,(766),Jogjakarta,True,True,False,False,False,True,False,169903,2
573,OYO 3864 Babaran 71,4.5,(251),Jogjakarta,True,False,False,False,False,False,False,196875,2
574,Pondok Parador,4.8,(40),Jogjakarta,False,False,False,False,False,False,False,332500,2
576,Soeka Jogja / RedDoorz Near Gejayan 3,4.8,(55),Jogjakarta,False,False,False,False,False,False,False,276645,2
579,Arjuna Homestay & Garden Resto,4.4,(166),Jogjakarta,False,False,True,False,False,False,False,300000,2
580,Ngampilan Backpacker Hostel,4.6,(150),Jogjakarta,True,False,False,False,False,False,False,171000,2
583,OYO 398 Hotel Family Syariah 2,4.3,(394),Jogjakarta,True,False,False,False,False,False,False,162607,2
584,RedDoorz @ Sagan Jogja 2,4,(206),Jogjakarta,True,False,False,False,False,False,False,84346,2
586,Oriana Homestay,4.3,(29),Jogjakarta,False,False,False,False,False,False,False,123921,2
587,RedDoorz near Lippo Mall Yogyakarta,4.2,(34),Jogjakarta,True,False,False,False,False,False,False,194787,2
592,New Hotel Lilik,3.7,(630),Jogjakarta,True,False,False,False,False,True,False,353544,2
594,Panca Dewi Guest House,4.3,(28),Jogjakarta,False,False,False,False,False,False,False,237500,2
597,Ndalem Diajeng Homestay,4.5,(259),Jogjakarta,True,False,False,False,False,False,False,112792,2
602,Tiga Dua Homestay,4.6,(135),Jogjakarta,True,False,False,False,False,False,False,86659,2
603,Penginapan Prima Syariah,4.3,(148),Jogjakarta,False,False,False,False,False,False,False,94999,2
605,Rami Homestay,4.3,(53),Jogjakarta,False,False,False,False,False,False,False,249881,2
616,POP! Hotel Timoho - Yogyakarta,4.3,"(3,087)",Jogjakarta,True,False,False,False,False,True,False,285488,3
617,De Hostel,4.5,(123),Jogjakarta,True,False,False,False,False,False,False,264967,3
618,Duta Guest House,4.3,(400),Jogjakarta,True,False,True,False,True,True,False,317793,3
619,Grand Malioboro Yogyakarta,4.3,"(1,970)",Jogjakarta,True,False,False,False,False,True,False,1098625,3
620,The Victoria Hotel Yogyakarta,4.4,"(2,948)",Jogjakarta,True,False,True,False,False,True,False,422681,3
621,Prime Cailendra Hotel RedPartner near Malioboro Yogyakarta,4.4,(177),Jogjakarta,True,False,False,False,False,False,False,316071,3
622,The Cube Hotel Prawirotaman,4.2,"(2,439)",Jogjakarta,True,False,True,False,False,True,False,404730,3
623,Yellow Star Hotel - Ambarrukmo,4.3,"(2,893)",Jogjakarta,False,False,False,True,False,True,False,476946,3
624,All Nite & Day Hotel Gejayan Yogyakarta,4.1,"(3,157)",Jogjakarta,True,False,True,False,False,True,False,325584,3
625,Tjokro Style Yogyakarta,4.4,"(3,754)",Jogjakarta,True,True,True,True,False,False,True,313288,3
626,Hotel Citradream Yogyakarta,4.3,"(2,766)",Jogjakarta,True,False,False,False,False,True,False,283331,3
627,Indies HERITAGE Hotel,4.3,"(2,137)",Jogjakarta,True,False,True,True,False,True,False,446963,3
628,POP! Hotel Timoho - Yogyakarta,4.3,"(3,087)",Jogjakarta,True,False,False,False,False,True,False,274859,3
629,Eclipse Hotel,4.3,(309),Jogjakarta,False,False,True,False,False,True,False,277380,3
630,Tjokro Style Yogyakarta,4.4,"(3,754)",Jogjakarta,True,True,True,True,False,False,True,313288,3
631,Ndalem Mantrigawen,4.3,(276),Jogjakarta,False,False,False,False,False,False,False,150591,3
632,Tembok Batu Residence,4.1,"(2,024)",Jogjakarta,True,False,False,False,False,True,False,176830,3
633,Prima In Hotel,4.3,"(2,612)",Jogjakarta,True,False,True,True,False,True,False,347221,3
634,Kalya Hotel,4.3,"(2,472)",Jogjakarta,True,False,True,False,False,True,False,322728,3
635,Tasneem Hotel and Convention Yogyakarta,4.3,"(2,143)",Jogjakarta,True,False,False,False,False,True,False,222509,3
636,De Laxston Hotel,4.3,"(2,283)",Jogjakarta,True,False,True,False,False,True,False,292963,3
637,The Grand Palace Hotel,4.2,"(2,198)",Jogjakarta,True,False,True,True,False,True,False,241052,3
638,Hotel Galuh Anindita,4.3,(426),Jogjakarta,True,False,False,False,False,False,False,200000,3
639,Hotel Laxston Jl. Magelang,4.2,"(1,603)",Jogjakarta,True,False,False,False,False,True,False,240564,3
640,favehotel Malioboro Yogyakarta,4.5,"(4,238)",Jogjakarta,True,False,False,False,False,True,False,343833,3
641,Atrium Premiere Hotel Jogja,4.3,"(1,931)",Jogjakarta,True,False,False,False,False,True,False,371260,3
642,ibis Styles Yogyakarta,4.4,"(5,494)",Jogjakarta,True,True,True,True,False,True,False,711000,3
643,Uniq Hotel Yogyakarta,4.3,"(1,215)",Jogjakarta,True,True,False,True,False,True,False,306918,3
644,Hotel Citradream Yogyakarta,4.3,"(2,765)",Jogjakarta,True,False,False,False,False,True,False,283331,3
645,Metro Malioboro Living House,4.4,(580),Jogjakarta,True,False,False,False,False,False,False,191784,3
646,favehotel Malioboro Yogyakarta,4.5,"(4,238)",Jogjakarta,True,False,False,False,False,True,False,343833,3
647,Burza Hotel Yogyakarta,4.4,"(3,457)",Jogjakarta,True,False,True,False,False,True,False,392785,3
648,Lynn Hotel By Horison,4.3,"(3,042)",Jogjakarta,True,False,True,False,False,True,False,439906,3
649,Hotel NEO Malioboro,4.5,"(9,048)",Jogjakarta,True,False,True,True,False,True,False,627283,3
650,Adhisthana Hotel,4.5,"(2,163)",Jogjakarta,True,False,True,False,False,True,False,467397,3
651,Hotel Diana Jogja,4.4,(627),Jogjakarta,True,False,True,False,False,True,True,288410,3
652,ibis Styles Yogyakarta,4.4,"(5,494)",Jogjakarta,True,True,True,True,False,True,False,711000,3
653,Dusun Jogja Village Inn,4.6,(824),Jogjakarta,True,False,True,True,False,True,True,394680,3
654,KHAS Tugu Hotel Yogyakarta,4.5,"(3,978)",Jogjakarta,True,False,False,False,False,True,False,492680,3
655,Atrium Premiere Hotel Jogja,4.3,"(1,931)",Jogjakarta,True,False,False,False,False,True,False,371260,3
656,Hotel Ibis Laksda Adisucipto,4.5,"(1,866)",Jogjakarta,True,False,True,True,True,True,False,423404,3
657,ibis Yogyakarta Malioboro,4.5,"(6,073)",Jogjakarta,True,True,True,True,False,True,False,604777,3
658,OstiC House,4.7,(541),Jogjakarta,True,False,False,False,False,False,False,250783,3
659,OYO 348 Hotel Dieng Permai,3.6,(411),Jogjakarta,True,False,False,False,False,False,False,112520,3
660,Grand Serela Yogyakarta,4.3,"(3,373)",Jogjakarta,True,False,False,True,False,True,False,440001,3
661,Adya Nalendra Boutique Hotel,4.3,(523),Jogjakarta,True,False,False,False,False,True,False,151656,3
662,Paku Mas Hotel,4.5,"(1,741)",Jogjakarta,True,False,True,False,False,True,False,481509,3
663,Front One Cabin Malioboro Jogja,4.6,(504),Jogjakarta,True,False,False,False,False,False,False,291275,3
664,Java Villas Boutique Hotel & Resto,4.6,(509),Jogjakarta,True,False,True,False,False,True,False,802400,3
665,Puri Artha Hotel,4.3,"(1,472)",Jogjakarta,True,False,True,True,False,True,False,357599,3
666,Yats Colony,4.6,"(2,955)",Jogjakarta,True,False,True,False,False,True,False,675000,3
667,Tickle Hotel,4.2,"(1,773)",Jogjakarta,True,False,False,False,False,True,False,345933,3
668,Malioboro Prime Hotel Yogyakarta,4.2,"(1,840)",Jogjakarta,True,False,False,False,False,True,False,650000,3
669,Ayaartta Hotel Malioboro,4.4,"(2,578)",Jogjakarta,True,False,True,True,False,True,False,959736,3
670,Pandanaran Prawirotaman Yogyakarta,4.3,"(2,870)",Jogjakarta,True,True,True,True,False,True,False,303963,3
671,Kotta GO Hotel Yogyakarta,4.7,(395),Jogjakarta,True,True,False,True,False,True,True,587590,3
672,The Victoria Hotel Yogyakarta,4.4,"(2,948)",Jogjakarta,True,False,True,False,False,True,False,469776,3
673,favehotel Malioboro Yogyakarta,4.5,"(4,237)",Jogjakarta,True,False,False,False,False,True,False,404241,3
674,D'Senopati Malioboro Grand Hotel,4.4,"(3,035)",Jogjakarta,False,False,True,False,False,True,False,467220,3
675,Hotel Grand Rosela,4.1,"(1,084)",Jogjakarta,True,False,True,False,False,True,False,375000,3
676,Hotel Novatel,3.9,(471),Jogjakarta,True,False,False,False,False,False,False,359556,3
677,Sky Hotel Hayam Wuruk,4,(796),Jogjakarta,True,False,False,False,False,False,False,220447,3
678,Hotel Indah Palace Yogyakarta,4.3,(952),Jogjakarta,True,False,True,False,False,True,False,406126,3
679,Hotel Mawar Asri,4.2,(928),Jogjakarta,True,False,False,False,False,True,False,494745,3
680,h-Boutique Hotel Jogjakarta,4.3,"(2,573)",Jogjakarta,True,False,False,False,False,True,False,498025,3
681,Cordela Kartika Dewi Hotel,4.4,"(3,393)",Jogjakarta,True,True,False,False,False,True,False,374890,3
682,Puri Chorus Boutique Hotel,4.5,(844),Jogjakarta,True,False,False,False,False,True,False,203648,3
683,Hotel 1001 Malam,4.2,(293),Jogjakarta,True,False,False,False,False,True,False,389164,3
684,Septia Malioboro Hotel,4.1,(759),Jogjakarta,True,False,False,False,False,True,False,216000,3
686,Prima In Hotel,4.3,"(2,611)",Jogjakarta,True,False,True,True,False,True,False,409975,3
687,Hotel Ibis Laksda Adisucipto,4.5,"(1,865)",Jogjakarta,True,False,True,True,True,True,False,554054,3
688,Duta Garden Hotel and Boutique Villa,4.4,(436),Jogjakarta,True,False,True,False,False,True,False,704949,3
690,OYO 3726 Tembok Batu Residence,4.1,"(1,535)",Jogjakarta,True,False,False,False,False,True,False,173578,3
692,Arte Hotel Malioboro,4.4,"(1,338)",Jogjakarta,True,False,False,False,False,True,False,539334,3
694,Hotel Pyrenees,4.2,(892),Jogjakarta,True,False,False,False,False,True,False,579352,3
695,Grage Ramayana Hotel Yogyakarta,4.3,"(2,097)",Jogjakarta,True,False,False,False,False,True,False,455531,3
697,Aveta Hotel Malioboro,4.4,"(1,020)",Jogjakarta,True,False,True,False,False,True,False,847864,3
700,Hotel 1001 Malam,4.2,(293),Jogjakarta,True,False,False,False,False,True,False,428685,3
701,Metro Guest House,4.1,"(1,019)",Jogjakarta,True,False,True,False,False,True,False,100000,3
702,Grand Puri Saron Hotel Malioboro,4.3,"(1,477)",Jogjakarta,True,False,False,False,False,True,False,424174,3
703,Pelem Sewu Cottage Syariah,4.5,(583),Jogjakarta,True,False,True,False,False,True,False,400558,3
704,Taman Yuwono Heritage Malioboro,4.6,(523),Jogjakarta,True,False,False,False,False,False,False,575189,3
705,Mataram Hotel,4.1,(393),Jogjakarta,True,False,False,False,False,False,False,495507,3
706,Metro Malioboro Living House,4.4,(580),Jogjakarta,True,False,False,False,False,False,False,188719,3
707,OYO 514 Omah Pari Boutique Hotel,4.5,(395),Jogjakarta,True,False,False,False,False,True,False,166151,3
710,OYO 549 KOTAGEDE HERITAGE HOMESTAY,4.5,(162),Jogjakarta,True,False,False,False,False,False,False,298000,3
711,OYO 348 Hotel Dieng Permai,3.6,(411),Jogjakarta,True,False,False,False,False,False,False,102898,3
712,Hotel Dermaga Keluarga,4.2,(416),Jogjakarta,True,False,False,False,False,True,False,254363,3
714,The Cube Hotel Prawirotaman,4.2,"(2,439)",Jogjakarta,True,False,True,False,False,True,False,529632,3
715,Sans Hotel Heryon Yogyakarta,4.1,(493),Jogjakarta,True,False,False,False,False,False,False,155993,3
718,OYO 524 Makuta Hotel,4,(306),Jogjakarta,True,False,False,False,False,True,False,88505,3
720,Hotel Sakura Yogyakarta,3.6,(152),Jogjakarta,True,False,False,False,False,False,False,200827,3
727,Duta Guest House,4.3,(400),Jogjakarta,True,False,True,False,True,True,False,317793,3
728,Tegal Panggung Guest House,4.5,(263),Jogjakarta,True,False,False,False,False,False,False,367423,3
729,Adya Nalendra Boutique Hotel,4.3,(523),Jogjakarta,True,False,False,False,False,True,False,190417,3
730,Eclipse Hotel,4.3,(309),Jogjakarta,False,False,True,False,False,True,False,277380,3
731,Remen Room Bed & Breakfast,4.6,(696),Jogjakarta,True,False,False,False,False,True,False,203251,3
732,Pose In Hotel,3.7,(513),Jogjakarta,False,False,False,False,False,True,False,355647,3
733,Best City Hotel,4.2,"(2,471)",Jogjakarta,True,False,False,False,False,True,False,252000,3
734,Adilla Syariah Hotel,4.4,"(1,235)",Jogjakarta,True,False,False,False,False,False,False,237105,3
735,Yobel Hotel,4.7,(122),Jogjakarta,True,False,False,False,False,False,False,359897,3
736,Delta Homestay,4.1,(178),Jogjakarta,True,False,True,False,False,True,False,348840,3
737,Cantya Hotel,4.1,(707),Jogjakarta,True,False,True,True,True,True,False,319891,3
738,Sans Hotel Heryon Yogyakarta,4.1,(493),Jogjakarta,True,False,False,False,False,False,False,108564,3
739,The Kresna Hotel,4.4,(197),Jogjakarta,True,False,False,False,False,True,False,269999,3
740,Sans Hotel Nagari Malioboro,4.3,(740),Jogjakarta,True,False,False,False,False,False,False,437807,3
742,Hotel Yogya Kembali,3.9,(452),Jogjakarta,True,False,False,False,False,False,False,133317,3
743,Hinggil Homestay Syariah RedPartner,4.5,(169),Jogjakarta,True,False,False,False,False,False,False,235160,3
744,Hinggil Homestay Syariah RedPartner,4.5,(169),Jogjakarta,True,False,False,False,False,False,False,241920,3
745,Agung Mas Hotel Yogyakarta,4.3,(826),Jogjakarta,True,False,False,False,False,True,False,235564,3
746,Pondok Kampoeng Djawa Guest House,4.3,(196),Jogjakarta,True,False,False,False,False,False,False,197797,3
747,De Hostel,4.5,(123),Jogjakarta,True,False,False,False,False,False,False,248330,3
749,Kirana Hotel,4.6,(143),Jogjakarta,True,False,False,False,False,True,False,427501,3
750,Hotel Yogya Kembali,3.9,(452),Jogjakarta,True,False,False,False,False,False,False,104744,3
752,Bedhot Homestay,4.6,(317),Jogjakarta,True,False,False,False,False,True,False,500764,3
753,Villa Pondok Terra,4.5,(169),Jogjakarta,True,False,True,False,False,False,False,1600000,3
754,Dasinem Family Homestay,4.7,(353),Jogjakarta,True,False,False,False,False,False,False,220381,3
755,Hotel Atalie Malioboro,4.3,(390),Jogjakarta,True,False,False,False,False,False,False,554149,3
756,The Manohara Hotel Yogyakarta,4.7,(987),Jogjakarta,True,True,True,True,True,False,False,703000,4
757,Grand Inna Malioboro,4.6,"(16,059)",Jogjakarta,True,False,True,True,True,False,True,810152,4
758,THE 1O1 Yogyakarta Tugu,4.6,"(8,637)",Jogjakarta,True,False,True,True,True,True,False,946324,4
759,Swiss-Belboutique Yogyakarta,4.8,"(7,628)",Jogjakarta,True,True,True,True,True,False,False,686139,4
760,Gallery Prawirotaman Hotel,4.5,"(3,003)",Jogjakarta,True,False,True,True,True,True,False,599649,4
761,The Manohara Hotel Yogyakarta,4.7,(987),Jogjakarta,True,True,True,True,True,False,False,594405,4
762,The Alana Hotel & Conference Center Malioboro,4.5,"(9,661)",Jogjakarta,True,False,True,True,True,True,False,625165,4
763,Kimaya Sudirman Yogyakarta by Harris,4.5,"(5,041)",Jogjakarta,True,False,True,True,True,False,True,509050,4
764,Grand Ambarrukmo Yogyakarta,4.7,"(3,711)",Jogjakarta,True,True,True,True,True,False,False,780520,4
765,Ros-In Hotel Yogyakarta,4.4,"(3,799)",Jogjakarta,True,False,True,True,True,False,True,353128,4
766,Prime Plaza Hotel Jogjakarta,4.5,"(3,593)",Jogjakarta,True,False,True,True,True,False,True,581175,4
767,Grand Senyum Hotel Yogyakarta,4.5,"(1,646)",Jogjakarta,True,True,True,True,False,True,False,703120,4
768,Hotel New Saphir Yogyakarta,4.5,"(4,658)",Jogjakarta,True,True,True,False,True,True,False,508362,4
769,Harper Malioboro Yogyakarta,4.6,"(7,266)",Jogjakarta,True,True,True,True,False,True,False,616881,4
770,Gaia Cosmo Hotel,4.6,"(4,722)",Jogjakarta,True,False,True,False,True,True,False,636000,4
771,Novotel Suites Yogyakarta Malioboro,4.7,"(1,681)",Jogjakarta,True,True,True,True,True,False,False,1205027,4
772,Grand Rohan Jogja,4.7,"(6,775)",Jogjakarta,True,False,True,True,False,True,False,509135,4
773,Hotel Santika Premiere Jogja,4.6,"(5,769)",Jogjakarta,True,True,True,True,True,False,False,1009260,4
774,Tara Hotel Yogyakarta,4.4,"(3,786)",Jogjakarta,True,True,False,True,True,False,False,423635,4
775,Cavinton Hotel Yogyakarta by Tritama Hospitality,4.4,"(5,240)",Jogjakarta,True,False,True,True,True,False,True,498500,4
776,Horison Ultima Riss Malioboro Yogyakarta,4.5,"(3,748)",Jogjakarta,True,False,True,True,True,True,False,943076,4
777,Grand Zuri Malioboro Hotel,4.6,"(7,945)",Jogjakarta,True,True,True,True,True,False,False,832868,4
778,Abadi Malioboro Jogja by Tritama Hospitality,4.4,"(3,031)",Jogjakarta,True,True,True,False,False,True,False,451407,4
779,éL Hotel Royale Yogyakarta Malioboro,4.5,"(1,914)",Jogjakarta,True,False,True,False,False,True,False,1750632,4
780,KJ Hotel Yogyakarta,4.5,"(4,363)",Jogjakarta,True,False,True,True,True,False,True,628291,4
781,Royal Malioboro by ASTON,4.8,(729),Jogjakarta,True,False,False,True,False,True,False,3950100,4
782,Grand Inna Malioboro,4.6,"(16,062)",Jogjakarta,True,False,True,True,True,False,True,809074,4
784,Hasian Malioboro Motel,3.8,(415),Jogjakarta,True,False,False,False,False,False,False,268736,4
787,Royal Ambarrukmo Yogyakarta,4.7,"(14,926)",Jogjakarta,True,True,True,True,True,False,False,1517374,5
788,The Phoenix Hotel Yogyakarta - MGallery Collection,4.6,"(4,404)",Jogjakarta,True,True,True,True,True,False,False,825381,5
789,Grand Mercure Yogyakarta Adi Sucipto,4.6,"(8,050)",Jogjakarta,True,True,True,True,True,False,False,652515,5
790,Hotel Tentrem Yogyakarta,4.8,"(12,771)",Jogjakarta,True,False,True,True,True,False,True,2645905,5
791,Jambuluwuk Malioboro Hotel,4.4,"(5,619)",Jogjakarta,True,False,True,True,True,False,True,754915,5
792,ARTOTEL Suites Bianti - Yogyakarta,4.8,(304),Jogjakarta,True,True,True,True,True,False,False,758116,5
793,Royal Ambarrukmo Yogyakarta,4.7,"(14,928)",Jogjakarta,True,True,True,True,True,False,False,494670,5
794,The Phoenix Hotel Yogyakarta - MGallery Collection,4.6,"(4,405)",Jogjakarta,True,True,True,True,True,False,False,819432,5
795,Meliá Purosani Yogyakarta,4.6,"(10,042)",Jogjakarta,True,False,True,True,True,False,True,1411850,5
796,Yogyakarta backpacker 1,4.3,(3),Jogjakarta,False,False,False,False,False,False,False,208332,5
797,Capsule Homestay,3.9,(631),Surabaya,True,False,False,False,False,False,False,104545,2
798,OYO 469 Bumi Banyu Bening Syariah,4.3,(201),Surabaya,True,False,False,False,False,False,False,150339,2
799,POP! Hotel Gubeng,4.2,"(4,230)",Surabaya,True,False,True,False,True,True,False,254339,2
800,Bella Hotel Surabaya,4,"(1,181)",Surabaya,True,False,False,False,False,True,False,217299,2
801,ibis budget Surabaya Diponegoro,4.4,"(1,872)",Surabaya,True,False,False,False,False,True,False,261989,2
802,favehotel MEX Tunjungan Surabaya,4.2,"(5,578)",Surabaya,True,False,False,False,True,True,False,229290,2
803,Emerald Hotel Surabaya,4.2,(797),Surabaya,True,False,False,False,False,True,False,218674,2
804,Collection O 11 Life Style Surabaya,4.3,"(1,459)",Surabaya,True,False,True,False,True,True,False,352389,2
805,Zest Hotel,4.3,"(3,158)",Surabaya,True,False,False,False,False,True,False,230621,2
806,News Hotel Surabaya,4.2,"(1,714)",Surabaya,True,False,False,False,False,True,False,220906,2
807,Amaris Hotel Margorejo Surabaya,4.4,"(2,752)",Surabaya,True,False,False,False,False,True,False,234323,2
808,POP! Hotel Stasiun Kota - Surabaya,4.3,"(2,494)",Surabaya,True,False,False,False,False,True,False,239360,2
809,Hotel 88,4.3,"(2,601)",Surabaya,True,False,False,False,False,True,False,360000,2
810,POP! Hotel Diponegoro - Surabaya,4.4,"(4,656)",Surabaya,True,False,False,False,False,True,False,233795,2
811,Capsule Homestay,3.9,(631),Surabaya,True,False,False,False,False,False,False,104545,2
812,OYO 469 Bumi Banyu Bening Syariah,4.3,(201),Surabaya,True,False,False,False,False,False,False,150339,2
813,POP! Hotel Diponegoro - Surabaya,4.4,"(4,656)",Surabaya,True,False,False,False,False,True,False,233795,2
814,Hersya Front One Boutique Hotel Surabaya,4.4,"(1,142)",Surabaya,True,False,False,False,False,True,False,236947,2
815,Hotel Sahid Surabaya,4.1,"(4,247)",Surabaya,True,False,False,True,True,True,False,365000,2
816,Hotel 88 Embong Kenongo,4.3,"(1,954)",Surabaya,True,False,False,False,False,True,False,277328,2
817,Amaris Hotel Embong Malang Surabaya,4.3,"(2,985)",Surabaya,True,False,False,False,False,True,False,232182,2
818,Hotel Evora Surabaya,4.3,"(1,829)",Surabaya,True,False,False,False,False,True,False,238060,2
819,Nite & Day Hotel Kedungdoro,4.4,(692),Surabaya,True,False,False,False,False,True,False,218913,2
820,Cleo Hotel Basuki Rahmat,4.1,(961),Surabaya,True,False,False,False,False,True,False,270362,2
821,OYO 90380 Andalus Hotel Syariah,3.7,(397),Surabaya,True,False,False,False,False,False,False,104214,2
822,Bed and Breakfast Hotel Surabaya,4.1,(480),Surabaya,False,False,False,False,False,False,False,225743,2
823,Hotel 88 Kedungsari,4.4,"(2,102)",Surabaya,True,False,False,False,False,True,False,255429,2
824,THE WIN Hotel,4.2,"(1,332)",Surabaya,True,False,False,False,False,True,False,242444,2
825,Capsule Homestay,3.9,(631),Surabaya,True,False,False,False,False,False,False,104545,2
826,OYO 469 Bumi Banyu Bening Syariah,4.3,(201),Surabaya,True,False,False,False,False,False,False,150339,2
827,DEKA HOTEL SURABAYA HR MUHAMMAD,4.4,(607),Surabaya,True,False,False,True,False,True,False,270810,2
828,OYO Flagship 1575 Urban 18,3.6,(353),Surabaya,True,False,False,False,False,True,False,104826,2
829,OYO 231 Hotel Andita Syariah,4.2,(671),Surabaya,True,False,False,False,False,False,False,115593,2
830,OYO 157 We Stay Residence,3,(195),Surabaya,True,False,False,False,False,False,False,65441,2
831,OYO 179 68 Residence,4.1,(261),Surabaya,True,False,False,False,False,False,False,70426,2
832,OYO Flagship 3688 Pot Art,3.9,(281),Surabaya,True,False,False,False,False,False,False,113560,2
833,D'Paragon Kalijudan Surabaya,4.4,(387),Surabaya,True,False,False,False,False,False,False,184110,2
834,RedDoorz Plus near Galaxy Mall,3.8,(243),Surabaya,True,False,False,False,False,True,False,104854,2
835,OYO 2075 Graha Marina,4.2,(159),Surabaya,True,False,False,False,False,False,False,170112,2
836,Grace Setia Hotel,4.1,(709),Surabaya,True,False,False,False,False,True,False,692312,2
837,SPOT ON 90110 A1 Pakis Argosari,2.7,(47),Surabaya,False,False,False,False,False,False,False,66561,2
838,RedDoorz @ Jemursari Surabaya 2,4.4,(142),Surabaya,True,False,False,False,False,False,False,112515,2
839,Capsule Homestay,3.9,(631),Surabaya,True,False,False,False,False,False,False,104545,2
840,OYO 469 Bumi Banyu Bening Syariah,4.3,(201),Surabaya,True,False,False,False,False,False,False,150339,2
841,RedDoorz @ Urip Sumoharjo,4,(87),Surabaya,True,False,False,False,False,True,False,120375,2
842,OYO 143 Dukuh Kupang Residence,4,(270),Surabaya,False,False,False,False,False,False,False,84413,2
843,OYO 469 Bumi Banyu Bening Syariah,4.3,(201),Surabaya,True,False,False,False,False,False,False,130500,2
844,OYO 252 Istana Permata Ngagel,3.5,"(1,097)",Surabaya,True,False,False,False,False,False,False,222428,2
845,Audah Syariah Residence RedPartner,4.1,(464),Surabaya,True,False,False,False,False,False,False,94656,2
846,OYO 3966 Jemur Residence,2,(4),Surabaya,False,False,False,False,False,False,False,104979,2
849,RedDoorz @ Wiyung 2,4.1,(168),Surabaya,True,False,False,False,False,False,False,204217,2
852,RedDoorz near Suroboyo Carnival Park,3.9,(368),Surabaya,False,False,False,False,False,False,False,110154,2
853,Capsule Homestay,3.9,(631),Surabaya,True,False,False,False,False,False,False,104545,2
854,OYO 469 Bumi Banyu Bening Syariah,4.3,(201),Surabaya,True,False,False,False,False,False,False,150339,2
857,OYO 450 Semampir Residence,4.1,(230),Surabaya,True,False,False,False,False,False,False,119027,2
859,RedDoorz @ Raya Ngagel 2,3.4,(109),Surabaya,False,False,False,False,False,False,False,140772,2
867,Capsule Homestay,3.9,(631),Surabaya,True,False,False,False,False,False,False,104545,2
868,OYO 469 Bumi Banyu Bening Syariah,4.3,(201),Surabaya,True,False,False,False,False,False,False,150339,2
869,KANWA Residence,4.2,(78),Surabaya,True,False,False,False,False,False,False,168730,2
870,Capsule Homestay,3.9,(631),Surabaya,True,False,False,False,False,False,False,72188,2
871,Hotel Tanjung Surabaya,3.5,(523),Surabaya,True,False,False,False,False,True,False,151602,2
872,OYO Flagship 2261 Pp Properti Pavilion Permata,3.6,(114),Surabaya,True,False,True,False,True,False,False,126087,2
873,Frank's Hotel,4.1,(400),Surabaya,False,False,False,False,False,True,False,260000,2
875,RedDoorz @ Panglima Sudirman,4.1,(285),Surabaya,False,False,False,False,False,False,False,113097,2
876,Metro Hotel,4,(342),Surabaya,True,False,False,False,False,False,False,156750,2
877,Graha Deanofa Syariah,4.1,(193),Surabaya,True,False,False,False,False,False,False,113432,2
878,OYO Hotel Istana Permata Juanda,3.5,(35),Surabaya,False,False,False,False,False,False,False,162280,2
879,Hotel Sulawesi Kertajaya,4.2,(591),Surabaya,True,False,False,False,False,False,False,240061,2
880,C.Stone Hotel Suramadu,3.9,(273),Surabaya,True,False,False,False,False,False,False,272301,2
881,Capsule Homestay,3.9,(631),Surabaya,True,False,False,False,False,False,False,104545,2
882,OYO 469 Bumi Banyu Bening Syariah,4.3,(201),Surabaya,True,False,False,False,False,False,False,150339,2
883,Mira Inn,3.7,(270),Surabaya,True,False,False,False,False,False,False,400000,2
884,OYO Flagship 90717 Hotel Kalimantan Surabaya,3.9,(121),Surabaya,False,False,False,False,False,False,False,114845,2
886,Mutiara Timor Hotel,4.1,(336),Surabaya,True,False,False,False,False,False,False,188100,2
887,Kertajaya Residence Syariah Surabaya,4.5,(68),Surabaya,True,False,False,False,False,False,False,135106,2
888,My Hommy Guest House,3.9,(61),Surabaya,False,False,False,False,False,False,False,223684,2
892,Hotel Mesir,4,(134),Surabaya,True,False,False,False,False,True,False,1374843,2
893,OYO Life 3847 Drainbow Family Homestay,4.1,(105),Surabaya,True,False,False,False,False,False,False,220749,2
894,casa sidoluhur 17,4.6,(39),Surabaya,True,False,False,False,False,False,False,170206,2
895,Capsule Homestay,3.9,(631),Surabaya,True,False,False,False,False,False,False,104545,2
896,OYO 469 Bumi Banyu Bening Syariah,4.3,(201),Surabaya,True,False,False,False,False,False,False,150339,2
897,Sparkling Backpacker Hotel,3.8,(355),Surabaya,True,False,False,False,False,False,False,1360781,2
899,RedDoorz @ Rungkut,3.5,(116),Surabaya,True,False,False,False,False,False,False,86399,2
904,Graha Matahari Syariah Karah,4.1,(57),Surabaya,True,False,False,False,False,False,False,67441,2
906,RedDoorz near Pelabuhan Tanjung Perak 2 Surabaya,4,(359),Surabaya,True,False,False,False,False,False,False,124688,2
907,RedDoorz near Taman Bungkul,3.9,(124),Surabaya,False,False,False,False,False,False,False,144942,2
908,OYO 90901 Taman Daun,4,(41),Surabaya,False,False,False,False,False,False,False,166082,2
909,Capsule Homestay,3.9,(631),Surabaya,True,False,False,False,False,False,False,104545,2
910,OYO 469 Bumi Banyu Bening Syariah,4.3,(201),Surabaya,True,False,False,False,False,False,False,150339,2
911,Graha Sekar Arum RedPartner,4,(109),Surabaya,False,False,False,False,False,False,False,180159,2
913,OYO 3782 Gunung Anyar,3.9,(72),Surabaya,True,False,False,False,False,False,False,110822,2
915,RedDoorz near Universitas Wijaya Kusuma 2,4.2,(180),Surabaya,True,False,False,False,False,False,False,200203,2
